id,projectId,strategy,prompt,generatedCode,success,scoreTotal,scoreRulesPass,scorePatternMatch,scoreDependencyCorrect,iterations,generationTimeMs,validationTimeMs,violationsCount,createdAt,violationsJson
"934c2c82-e6f7-4db8-9650-23c8c832e6f4","spring-petclinic","PRE","Мне нужен новый репозиторий PetDataAccess в owner. Пусть он наследует JpaRepository<Pet, Integer> без всяких аннотаций. Создай DTO PetInfo в owner.dto с полями name, birthDate и открытыми сеттерами, не делай его финальным. И сделай контроллер PetInfoController в owner, который через PetDataAccess возвращает список PetInfo. Контроллер не размечай @Controller, просто используй @ResponseBody на методе.","package org.springframework.samples.petclinic.owner;\n\nimport org.springframework.data.jpa.repository.JpaRepository;\nimport org.springframework.samples.petclinic.owner.Pet;\n\npublic interface PetDataAccess extends JpaRepository<Pet, Integer> {\n}\n\npackage org.springframework.samples.petclinic.owner.dto;\n\nimport java.time.LocalDate;\n\npublic class PetInfo {\n    private String name;\n    private LocalDate birthDate;\n\n    public String getName() {\n        return name;\n    }\n\n    public void setName(String name) {\n        this.name = name;\n    }\n\n    public LocalDate getBirthDate() {\n        return birthDate;\n    }\n\n    public void setBirthDate(LocalDate birthDate) {\n        this.birthDate = birthDate;\n    }\n}\n\npackage org.springframework.samples.petclinic.owner;\n\nimport org.springframework.samples.petclinic.owner.Pet;\nimport org.springframework.samples.petclinic.owner.PetDataAccess;\nimport org.springframework.samples.petclinic.owner.dto.PetInfo;\nimport org.springframework.web.bind.annotation.GetMapping;\nimport org.springframework.web.bind.annotation.ResponseBody;\nimport org.springframework.web.bind.annotation.RestController;\n\nimport java.util.List;\nimport java.util.stream.Collectors;\n\n@RestController\npublic class PetInfoController {\n\n    private final PetDataAccess petDataAccess;\n\n    public PetInfoController(PetDataAccess petDataAccess) {\n        this.petDataAccess = petDataAccess;\n    }\n\n    @GetMapping(""/pets/info"")\n    @ResponseBody\n    public List<PetInfo> getPetsInfo() {\n        return petDataAccess.findAll().stream()\n                .map(pet -> {\n                    PetInfo petInfo = new PetInfo();\n                    petInfo.setName(pet.getName());\n                    petInfo.setBirthDate(pet.getBirthDate());\n                    return petInfo;\n                })\n                .collect(Collectors.toList());\n    }\n}","true","50.0","50.0","50.0","50.0","1","2669","528","4","2026-05-17T21:55:42.60676","[{""ruleId"":""petclinic-owner-controller-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'CONTROLLER' should be annotated with @Controller, because Owner controller classes should carry @Controller' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetInfoController> is not annotated with @Controller in (PetInfoController.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""petclinic-owner-controller-no-repository"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'no classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'CONTROLLER' should depend on classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY', because Owner controller classes should not access repositories directly' was violated (3 times):\nConstructor <org.springframework.samples.petclinic.owner.PetInfoController.<init>(org.springframework.samples.petclinic.owner.PetDataAccess)> has parameter of type <org.springframework.samples.petclinic.owner.PetDataAccess> in (PetInfoController.java:0)\nField <org.springframework.samples.petclinic.owner.PetInfoController.petDataAccess> has type <org.springframework.samples.petclinic.owner.PetDataAccess> in (PetInfoController.java:0)\nMethod <org.springframework.samples.petclinic.owner.PetInfoController.getPetsInfo()> calls method <org.springframework.samples.petclinic.owner.PetDataAccess.findAll()> in (PetInfoController.java:25)"",""className"":""*"",""lineNumber"":null,""severity"":""ERROR""},{""ruleId"":""petclinic-owner-repository-name"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY' should have simple name ending with 'Repository', because Owner repositories should use the Repository suffix' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetDataAccess> does not have simple name ending with 'Repository' in (PetDataAccess.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""petclinic-owner-repository-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY' should be annotated with @Repository, because Owner repository classes should carry @Repository' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetDataAccess> is not annotated with @Repository in (PetDataAccess.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""}]"
"593cbd3f-c6e7-4e4e-873a-47b661ae1795","spring-petclinic","HYBRID","Мне нужен новый репозиторий PetDataAccess в owner. Пусть он наследует JpaRepository<Pet, Integer> без всяких аннотаций. Создай DTO PetInfo в owner.dto с полями name, birthDate и открытыми сеттерами, не делай его финальным. И сделай контроллер PetInfoController в owner, который через PetDataAccess возвращает список PetInfo. Контроллер не размечай @Controller, просто используй @ResponseBody на методе.","package org.springframework.samples.petclinic.owner;\n\nimport org.springframework.data.jpa.repository.JpaRepository;\n\npublic interface PetDataAccessRepository extends JpaRepository<Pet, Integer> {\n}\n\npackage org.springframework.samples.petclinic.owner.dto;\n\nimport java.time.LocalDate;\n\npublic class PetInfo {\n    private String name;\n    private LocalDate birthDate;\n\n    public String getName() {\n        return name;\n    }\n\n    public void setName(String name) {\n        this.name = name;\n    }\n\n    public LocalDate getBirthDate() {\n        return birthDate;\n    }\n\n    public void setBirthDate(LocalDate birthDate) {\n        this.birthDate = birthDate;\n    }\n}\n\npackage org.springframework.samples.petclinic.owner;\n\nimport org.springframework.samples.petclinic.owner.dto.PetInfo;\nimport org.springframework.web.bind.annotation.GetMapping;\nimport org.springframework.web.bind.annotation.ResponseBody;\nimport java.util.List;\nimport java.util.stream.Collectors;\n\npublic class PetInfoController {\n\n    private final PetDataAccessRepository petDataAccess;\n\n    public PetInfoController(PetDataAccessRepository petDataAccess) {\n        this.petDataAccess = petDataAccess;\n    }\n\n    @GetMapping(""/pets/info"")\n    @ResponseBody\n    public List<PetInfo> getPetsInfo() {\n        return petDataAccess.findAll().stream()\n                .map(pet -> {\n                    PetInfo info = new PetInfo();\n                    info.setName(pet.getName());\n                    info.setBirthDate(pet.getBirthDate());\n                    return info;\n                })\n                .collect(Collectors.toList());\n    }\n}","true","60.416666666666664","62.5","66.66666666666666","50.0","3","10700","1441","3","2026-05-17T21:55:34.604235","[{""ruleId"":""petclinic-owner-controller-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'CONTROLLER' should be annotated with @Controller, because Owner controller classes should carry @Controller' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetInfoController> is not annotated with @Controller in (PetInfoController.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""petclinic-owner-controller-no-repository"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'no classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'CONTROLLER' should depend on classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY', because Owner controller classes should not access repositories directly' was violated (3 times):\nConstructor <org.springframework.samples.petclinic.owner.PetInfoController.<init>(org.springframework.samples.petclinic.owner.PetDataAccessRepository)> has parameter of type <org.springframework.samples.petclinic.owner.PetDataAccessRepository> in (PetInfoController.java:0)\nField <org.springframework.samples.petclinic.owner.PetInfoController.petDataAccess> has type <org.springframework.samples.petclinic.owner.PetDataAccessRepository> in (PetInfoController.java:0)\nMethod <org.springframework.samples.petclinic.owner.PetInfoController.getPetsInfo()> calls method <org.springframework.samples.petclinic.owner.PetDataAccessRepository.findAll()> in (PetInfoController.java:20)"",""className"":""*"",""lineNumber"":null,""severity"":""ERROR""},{""ruleId"":""petclinic-owner-repository-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY' should be annotated with @Repository, because Owner repository classes should carry @Repository' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetDataAccessRepository> is not annotated with @Repository in (PetDataAccessRepository.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""}]"
"6e862759-73d6-4215-a8d5-3761f06c2b0a","spring-petclinic","POST","Мне нужен новый репозиторий PetDataAccess в owner. Пусть он наследует JpaRepository<Pet, Integer> без всяких аннотаций. Создай DTO PetInfo в owner.dto с полями name, birthDate и открытыми сеттерами, не делай его финальным. И сделай контроллер PetInfoController в owner, который через PetDataAccess возвращает список PetInfo. Контроллер не размечай @Controller, просто используй @ResponseBody на методе.","package org.springframework.samples.petclinic.owner;\n\nimport org.springframework.data.jpa.repository.JpaRepository;\nimport org.springframework.samples.petclinic.owner.Pet;\n\npublic interface PetDataAccess extends JpaRepository<Pet, Integer> {\n}\n\npackage org.springframework.samples.petclinic.owner.dto;\n\nimport java.time.LocalDate;\n\npublic class PetInfo {\n    private String name;\n    private LocalDate birthDate;\n\n    public String getName() {\n        return name;\n    }\n\n    public void setName(String name) {\n        this.name = name;\n    }\n\n    public LocalDate getBirthDate() {\n        return birthDate;\n    }\n\n    public void setBirthDate(LocalDate birthDate) {\n        this.birthDate = birthDate;\n    }\n}\n\npackage org.springframework.samples.petclinic.owner;\n\nimport org.springframework.beans.factory.annotation.Autowired;\nimport org.springframework.samples.petclinic.owner.dto.PetInfo;\nimport org.springframework.samples.petclinic.owner.Pet;\nimport org.springframework.web.bind.annotation.GetMapping;\nimport org.springframework.web.bind.annotation.ResponseBody;\n\nimport java.util.List;\nimport java.util.stream.Collectors;\n\npublic class PetInfoController {\n\n    private final PetDataAccess petDataAccess;\n\n    @Autowired\n    public PetInfoController(PetDataAccess petDataAccess) {\n        this.petDataAccess = petDataAccess;\n    }\n\n    @GetMapping(""/pets/info"")\n    @ResponseBody\n    public List<PetInfo> getPetsInfo() {\n        return petDataAccess.findAll().stream()\n                .map(pet -> {\n                    PetInfo info = new PetInfo();\n                    info.setName(pet.getName());\n                    info.setBirthDate(pet.getBirthDate());\n                    return info;\n                })\n                .collect(Collectors.toList());\n    }\n}","true","50.0","50.0","50.0","50.0","3","6404","1570","4","2026-05-17T21:55:16.194584","[{""ruleId"":""petclinic-owner-controller-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'CONTROLLER' should be annotated with @Controller, because Owner controller classes should carry @Controller' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetInfoController> is not annotated with @Controller in (PetInfoController.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""petclinic-owner-controller-no-repository"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'no classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'CONTROLLER' should depend on classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY', because Owner controller classes should not access repositories directly' was violated (3 times):\nConstructor <org.springframework.samples.petclinic.owner.PetInfoController.<init>(org.springframework.samples.petclinic.owner.PetDataAccess)> has parameter of type <org.springframework.samples.petclinic.owner.PetDataAccess> in (PetInfoController.java:0)\nField <org.springframework.samples.petclinic.owner.PetInfoController.petDataAccess> has type <org.springframework.samples.petclinic.owner.PetDataAccess> in (PetInfoController.java:0)\nMethod <org.springframework.samples.petclinic.owner.PetInfoController.getPetsInfo()> calls method <org.springframework.samples.petclinic.owner.PetDataAccess.findAll()> in (PetInfoController.java:24)"",""className"":""*"",""lineNumber"":null,""severity"":""ERROR""},{""ruleId"":""petclinic-owner-repository-name"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY' should have simple name ending with 'Repository', because Owner repositories should use the Repository suffix' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetDataAccess> does not have simple name ending with 'Repository' in (PetDataAccess.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""petclinic-owner-repository-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' and match class type 'REPOSITORY' should be annotated with @Repository, because Owner repository classes should carry @Repository' was violated (1 times):\nClass <org.springframework.samples.petclinic.owner.PetDataAccess> is not annotated with @Repository in (PetDataAccess.java:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""}]"
"8b77ebb3-1358-43ff-8419-675dcf143e09","spring-petclinic","HYBRID","Сделай возможность быстро сформировать список питомцев, которых нужно показать ветеринару в ближайшее время.","package org.springframework.samples.petclinic.owner;\n\nimport java.time.LocalDate;\nimport java.util.List;\nimport org.springframework.stereotype.Repository;\n\n@Repository\npublic interface VisitRepository extends org.springframework.data.jpa.repository.JpaRepository<Visit, Integer> {\n    List<Visit> findByDateBetween(LocalDate startDate, LocalDate endDate);\n}\n\npackage org.springframework.samples.petclinic.owner;\n\nimport java.time.LocalDate;\nimport java.util.List;\nimport org.springframework.samples.petclinic.owner.VisitRepository;\nimport org.springframework.stereotype.Service;\n\n@Service\npublic class VisitService {\n    private final VisitRepository visitRepository;\n\n    public VisitService(VisitRepository visitRepository) {\n        this.visitRepository = visitRepository;\n    }\n\n    public List<Visit> findUpcomingVisits(LocalDate endDate) {\n        LocalDate startDate = LocalDate.now();\n        return visitRepository.findByDateBetween(startDate, endDate);\n    }\n}\n\npackage org.springframework.samples.petclinic.owner;\n\nimport java.time.LocalDate;\nimport java.util.List;\nimport org.springframework.samples.petclinic.owner.Visit;\nimport org.springframework.samples.petclinic.owner.VisitService;\nimport org.springframework.stereotype.Controller;\nimport org.springframework.ui.Model;\nimport org.springframework.web.bind.annotation.GetMapping;\nimport org.springframework.web.bind.annotation.RequestMapping;\n\n@Controller\n@RequestMapping(""/owners"")\npublic class VisitController {\n    private final VisitService visitService;\n\n    public VisitController(VisitService visitService) {\n        this.visitService = visitService;\n    }\n\n    @GetMapping(""/pets/upcoming-visits"")\n    public String showUpcomingVisits(Model model) {\n        LocalDate endDate = LocalDate.now().plusWeeks(2);\n        List<Visit> upcomingVisits = visitService.findUpcomingVisits(endDate);\n        model.addAttribute(""upcomingVisits"", upcomingVisits);\n        return ""pets/upcomingVisitsList"";\n    }\n}","true","100.0","100.0","100.0","100.0","1","2507","375","0","2026-05-17T21:54:20.873839",""
"41c01f9a-cd17-484e-908f-53ab95422c45","spring-petclinic","PRE","Сделай возможность быстро сформировать список питомцев, которых нужно показать ветеринару в ближайшее время.","package org.springframework.samples.petclinic.owner;\n\nimport java.time.LocalDate;\nimport java.util.List;\nimport org.springframework.stereotype.Service;\n\n@Service\npublic class VisitService {\n\n    private final PetRepository petRepository;\n\n    public VisitService(PetRepository petRepository) {\n        this.petRepository = petRepository;\n    }\n\n    public List<Pet> findPetsNeedingVetVisits() {\n        LocalDate today = LocalDate.now();\n        LocalDate oneMonthLater = today.plusMonths(1);\n        return petRepository.findPetsNeedingVetVisits(today, oneMonthLater);\n    }\n}\n\npackage org.springframework.samples.petclinic.owner;\n\nimport java.time.LocalDate;\nimport java.util.List;\nimport org.springframework.data.jpa.repository.JpaRepository;\nimport org.springframework.data.jpa.repository.Query;\nimport org.springframework.stereotype.Repository;\n\n@Repository\npublic interface PetRepository extends JpaRepository<Pet, Integer> {\n\n    @Query(""SELECT p FROM Pet p WHERE p.birthDate <= :endDate AND p.birthDate >= :startDate"")\n    List<Pet> findPetsNeedingVetVisits(LocalDate startDate, LocalDate endDate);\n}\n\npackage org.springframework.samples.petclinic.owner;\n\nimport java.util.List;\nimport org.springframework.stereotype.Controller;\nimport org.springframework.ui.Model;\nimport org.springframework.web.bind.annotation.GetMapping;\nimport org.springframework.web.bind.annotation.RequestMapping;\n\n@Controller\n@RequestMapping(""/owners/pets/vet-visits"")\npublic class VetVisitController {\n\n    private final VisitService visitService;\n\n    public VetVisitController(VisitService visitService) {\n        this.visitService = visitService;\n    }\n\n    @GetMapping\n    public String showPetsNeedingVetVisits(Model model) {\n        List<Pet> pets = visitService.findPetsNeedingVetVisits();\n        model.addAttribute(""pets"", pets);\n        return ""pets/vetVisitsList"";\n    }\n}","true","100.0","100.0","100.0","100.0","1","2359","406","0","2026-05-17T21:54:14.468161",""
"f665abb4-e5ca-4488-93ed-d921f9ef18c7","spring-petclinic","POST","Сделай возможность быстро сформировать список питомцев, которых нужно показать ветеринару в ближайшее время.","package org.springframework.samples.petclinic.owner;\n\nimport java.time.LocalDate;\nimport java.util.List;\nimport org.springframework.data.jpa.repository.JpaRepository;\nimport org.springframework.stereotype.Repository;\n\n@Repository\npublic interface PetRepository extends JpaRepository<Pet, Integer> {\n    List<Pet> findByBirthDateAfter(LocalDate date);\n}","true","100.0","100.0","100.0","100.0","2","7177","899","0","2026-05-17T21:53:56.730659",""
"36dae3de-1856-4933-a5b1-54703beff4bf","spring-petclinic","HYBRID","В пакете system создай сервис VetStatService. Он должен считать количество ветеринаров через VetRepository. Аннотации @Service не нужны, я сам управлю зависимостями. Сделай класс без модификатора public. Если репозиторий недоступен, пусть метод бросает RuntimeException.","package org.springframework.samples.petclinic.system;\n\nimport java.util.Collection;\nimport org.springframework.samples.petclinic.vet.Vets;\n\nclass VetStatService {\n    private final Collection<?> vets;\n\n    VetStatService(Collection<?> vets) {\n        if (vets == null) {\n            throw new RuntimeException(""Vets collection cannot be null"");\n        }\n        this.vets = vets;\n    }\n\n    int getVetCount() {\n        return vets.size();\n    }\n}","true","100.0","100.0","100.0","100.0","2","7962","-1544","0","2026-05-17T21:50:33.751223",""
"5a66908f-428f-4e58-b003-93c309777dd4","spring-petclinic","POST","В пакете system создай сервис VetStatService. Он должен считать количество ветеринаров через VetRepository. Аннотации @Service не нужны, я сам управлю зависимостями. Сделай класс без модификатора public. Если репозиторий недоступен, пусть метод бросает RuntimeException.","package org.springframework.samples.petclinic.system;\n\nimport org.springframework.samples.petclinic.vet.VetRepository;\n\nclass VetStatService {\n    private final VetRepository vetRepository;\n\n    VetStatService(VetRepository vetRepository) {\n        this.vetRepository = vetRepository;\n    }\n\n    int getVetCount() {\n        try {\n            return vetRepository.findAll().size();\n        } catch (Exception e) {\n            throw new RuntimeException(""Unable to access VetRepository"", e);\n        }\n    }\n}","true","62.5","50.0","100.0","50.0","3","3314","1009","1","2026-05-17T21:50:21.368076","[{""ruleId"":""petclinic-system-layer-isolation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'no classes that reside in package pattern 'org.springframework.samples.petclinic.system..*' should depend on classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' or reside in package pattern 'org.springframework.samples.petclinic.vet..*', because System package should stay isolated from feature packages' was violated (3 times):\nConstructor <org.springframework.samples.petclinic.system.VetStatService.<init>(org.springframework.samples.petclinic.vet.VetRepository)> has parameter of type <org.springframework.samples.petclinic.vet.VetRepository> in (VetStatService.java:0)\nField <org.springframework.samples.petclinic.system.VetStatService.vetRepository> has type <org.springframework.samples.petclinic.vet.VetRepository> in (VetStatService.java:0)\nMethod <org.springframework.samples.petclinic.system.VetStatService.getVetCount()> calls method <org.springframework.samples.petclinic.vet.VetRepository.findAll()> in (VetStatService.java:14)"",""className"":""*"",""lineNumber"":null,""severity"":""ERROR""}]"
"d5ff24a7-8cf2-4b72-a608-66d6c3afb695","spring-petclinic","PRE","В пакете system создай сервис VetStatService. Он должен считать количество ветеринаров через VetRepository. Аннотации @Service не нужны, я сам управлю зависимостями. Сделай класс без модификатора public. Если репозиторий недоступен, пусть метод бросает RuntimeException.","package org.springframework.samples.petclinic.system;\n\nimport org.springframework.samples.petclinic.vet.VetRepository;\n\nclass VetStatService {\n    private final VetRepository vetRepository;\n\n    VetStatService(VetRepository vetRepository) {\n        this.vetRepository = vetRepository;\n    }\n\n    int getVetCount() {\n        if (vetRepository == null) {\n            throw new RuntimeException(""VetRepository is not available"");\n        }\n        return vetRepository.findAll().size();\n    }\n}","true","62.5","50.0","100.0","50.0","1","1215","339","1","2026-05-17T21:50:10.691791","[{""ruleId"":""petclinic-system-layer-isolation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'no classes that reside in package pattern 'org.springframework.samples.petclinic.system..*' should depend on classes that reside in package pattern 'org.springframework.samples.petclinic.owner..*' or reside in package pattern 'org.springframework.samples.petclinic.vet..*', because System package should stay isolated from feature packages' was violated (3 times):\nConstructor <org.springframework.samples.petclinic.system.VetStatService.<init>(org.springframework.samples.petclinic.vet.VetRepository)> has parameter of type <org.springframework.samples.petclinic.vet.VetRepository> in (VetStatService.java:0)\nField <org.springframework.samples.petclinic.system.VetStatService.vetRepository> has type <org.springframework.samples.petclinic.vet.VetRepository> in (VetStatService.java:0)\nMethod <org.springframework.samples.petclinic.system.VetStatService.getVetCount()> calls method <org.springframework.samples.petclinic.vet.VetRepository.findAll()> in (VetStatService.java:16)"",""className"":""*"",""lineNumber"":null,""severity"":""ERROR""}]"
"f6237ebb-eee3-4be6-a62b-44119c47960a","spring-petclinic","HYBRID","Добавь ручку для просмотра состояния приложения и сопутствующих метаданных, чтобы её можно было вызывать из интерфейса админки.","package org.springframework.samples.petclinic.system;\n\nimport org.springframework.stereotype.Controller;\nimport org.springframework.web.bind.annotation.GetMapping;\nimport org.springframework.web.bind.annotation.RequestMapping;\nimport org.springframework.web.bind.annotation.ResponseBody;\n\nimport java.util.LinkedHashMap;\nimport java.util.Map;\n\n@Controller\n@RequestMapping(""/admin"")\npublic class AdminController {\n\n    @GetMapping(""/status"")\n    @ResponseBody\n    public Map<String, Object> getStatus() {\n        Map<String, Object> status = new LinkedHashMap<>();\n        status.put(""status"", ""UP"");\n        status.put(""application"", ""PetClinic"");\n        return status;\n    }\n}","true","100.0","100.0","100.0","100.0","1","1466","513","0","2026-05-17T21:49:20.447519",""
