id,projectId,strategy,prompt,generatedCode,success,scoreTotal,scoreRulesPass,scorePatternMatch,scoreDependencyCorrect,iterations,generationTimeMs,validationTimeMs,violationsCount,createdAt,violationsJson
"2366275e-7877-4a6a-a9f1-8773794bdcf7","realworld-springboot-kotlin","HYBRID","Добавь обработчик ошибок для операций с профилем пользователя, который возвращает обычный Kotlin object с текстом ошибки вместо ResponseEntity.","package io.github.raeperd.realworldspringbootkotlin.web\n\nimport org.springframework.web.bind.annotation.ExceptionHandler\nimport org.springframework.web.bind.annotation.RestControllerAdvice\n\n@RestControllerAdvice\nclass ProfileExceptionHandlerController {\n\n    @ExceptionHandler\n    fun handleProfileException(ex: RuntimeException): ProfileErrorResponse {\n        return ProfileErrorResponse(ex.message ?: ""Unknown error occurred"")\n    }\n\n    data class ProfileErrorResponse(val error: String)\n}","true","63.33333333333333","60.0","33.33333333333333","100.0","3","12016","1864","2","2026-05-18T04:19:25.518425","[{""ruleId"":""realworld-controller-suffix"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should have simple name ending with 'Controller', because Web controllers should follow the Controller naming convention' was violated (1 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.ProfileExceptionHandlerController$ProfileErrorResponse> does not have simple name ending with 'Controller' in (ProfileExceptionHandlerController.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""realworld-controller-rest-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should be annotated with @RestController, because Web controllers should carry @RestController' was violated (2 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.ProfileExceptionHandlerController$ProfileErrorResponse> is not annotated with @RestController in (ProfileExceptionHandlerController.kt:0)\nClass <io.github.raeperd.realworldspringbootkotlin.web.ProfileExceptionHandlerController> is not annotated with @RestController in (ProfileExceptionHandlerController.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""}]"
"8353aa11-b732-4b39-ae60-2123bfe120b8","realworld-springboot-kotlin","POST","Добавь обработчик ошибок для операций с профилем пользователя, который возвращает обычный Kotlin object с текстом ошибки вместо ResponseEntity.","package io.github.raeperd.realworldspringbootkotlin.domain\n\nsealed class ProfileError {\n    object UserNotFound : ProfileError()\n    object CannotFollowYourself : ProfileError()\n    object UnknownError : ProfileError()\n}\n\npackage io.github.raeperd.realworldspringbootkotlin.domain\n\nimport org.springframework.stereotype.Service\n\n@Service\nclass ProfileService(\n    private val userRepository: UserRepository\n) {\n    fun getUserProfile(username: String): Either<ProfileError, ProfileDTO> {\n        return userRepository.findUserByUsername(username)\n            ?.let { user ->\n                Right(\n                    ProfileDTO(\n                        username = user.getUsername(),\n                        bio = user.getBio() ?: """",\n                        image = user.getImage() ?: """",\n                        following = false\n                    )\n                )\n            } ?: Left(ProfileError.UserNotFound)\n    }\n\n    fun followUser(currentUserId: Long, username: String): Either<ProfileError, ProfileDTO> {\n        val currentUser = userRepository.findUserByIdOrThrow(currentUserId)\n        val targetUser = userRepository.findUserByUsernameOrThrow(username)\n\n        if (currentUserId == targetUser.getId()) {\n            return Left(ProfileError.CannotFollowYourself)\n        }\n\n        currentUser.followUser(targetUser)\n        return Right(currentUser.viewUserProfile(targetUser))\n    }\n\n    fun unfollowUser(currentUserId: Long, username: String): Either<ProfileError, ProfileDTO> {\n        val currentUser = userRepository.findUserByIdOrThrow(currentUserId)\n        val targetUser = userRepository.findUserByUsernameOrThrow(username)\n\n        currentUser.unfollowUser(targetUser)\n        return Right(currentUser.viewUserProfile(targetUser))\n    }\n\n    fun viewUserProfile(currentUserId: Long, username: String): Either<ProfileError, ProfileDTO> {\n        return try {\n            val currentUser = userRepository.findUserByIdOrThrow(currentUserId)\n            val targetUser = userRepository.findUserByUsernameOrThrow(username)\n            Right(currentUser.viewUserProfile(targetUser))\n        } catch (e: Exception) {\n            Left(ProfileError.UnknownError)\n        }\n    }\n}\n\nprivate fun User.viewUserProfile(profile: Profile): ProfileDTO {\n    val userProfile = this.viewUserProfile(profile)\n    return ProfileDTO(\n        username = userProfile.getUsername(),\n        bio = userProfile.getBio() ?: """",\n        image = userProfile.getImage() ?: """",\n        following = userProfile.getFollowing()\n    )\n}","true","0.0","0.0","0.0","0.0","3","32491","2229","1","2026-05-18T04:19:07.575554","[{""ruleId"":""calculation_error"",""description"":""Failed to calculate score: Kotlin compilation failed:\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:9:43: error: unresolved reference: Either\n    fun getUserProfile(username: String): Either<ProfileError, ProfileDTO> {\n                                          ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:12:17: error: unresolved reference: Right\n                Right(\n                ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:14:41: error: unresolved reference: getUsername\n                        username = user.getUsername(),\n                                        ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:15:36: error: unresolved reference: getBio\n                        bio = user.getBio() ?: \""\"",\n                                   ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:16:38: error: unresolved reference: getImage\n                        image = user.getImage() ?: \""\"",\n                                     ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:20:18: error: unresolved reference: Left\n            } ?: Left(ProfileError.UserNotFound)\n                 ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:23:60: error: unresolved reference: Either\n    fun followUser(currentUserId: Long, username: String): Either<ProfileError, ProfileDTO> {\n                                                           ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:27:41: error: unresolved reference: getId\n        if (currentUserId == targetUser.getId()) {\n                                        ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:28:20: error: unresolved reference: Left\n            return Left(ProfileError.CannotFollowYourself)\n                   ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:32:16: error: unresolved reference: Right\n        return Right(currentUser.viewUserProfile(targetUser))\n               ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:35:62: error: unresolved reference: Either\n    fun unfollowUser(currentUserId: Long, username: String): Either<ProfileError, ProfileDTO> {\n                                                             ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:40:16: error: unresolved reference: Right\n        return Right(currentUser.viewUserProfile(targetUser))\n               ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:43:65: error: unresolved reference: Either\n    fun viewUserProfile(currentUserId: Long, username: String): Either<ProfileError, ProfileDTO> {\n                                                                ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:47:13: error: unresolved reference: Right\n            Right(currentUser.viewUserProfile(targetUser))\n            ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:49:13: error: unresolved reference: Left\n            Left(ProfileError.UnknownError)\n            ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:57:32: error: unresolved reference: getUsername\n        username = userProfile.getUsername(),\n                               ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:58:27: error: unresolved reference: getBio\n        bio = userProfile.getBio() ?: \""\"",\n                          ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:59:29: error: unresolved reference: getImage\n        image = userProfile.getImage() ?: \""\"",\n                            ^\n/tmp/archassistant-compile-7266255568459893723/io/github/raeperd/realworldspringbootkotlin/domain/ProfileService.kt:60:33: error: unresolved reference: getFollowing\n        following = userProfile.getFollowing()\n                                ^\n"",""className"":""ProfileError"",""lineNumber"":null,""severity"":""CRITICAL""}]"
"1c288afa-75f1-4d55-90b4-49ebe8947ca0","realworld-springboot-kotlin","PRE","Добавь обработчик ошибок для операций с профилем пользователя, который возвращает обычный Kotlin object с текстом ошибки вместо ResponseEntity.","package io.github.raeperd.realworldspringbootkotlin.web\n\nimport io.github.raeperd.realworldspringbootkotlin.domain.NotAuthorizedException\nimport org.springframework.web.bind.annotation.ExceptionHandler\nimport org.springframework.web.bind.annotation.RestControllerAdvice\n\n@RestControllerAdvice\nclass ProfileExceptionHandler {\n\n    @ExceptionHandler(NotAuthorizedException::class)\n    fun handleNotAuthorizedException(ex: NotAuthorizedException): ProfileErrorResponse {\n        return ProfileErrorResponse(ex.message ?: ""Not authorized"")\n    }\n\n    data class ProfileErrorResponse(val error: String)\n}","true","63.33333333333333","60.0","33.33333333333333","100.0","1","2477","1074","2","2026-05-18T04:18:30.125406","[{""ruleId"":""realworld-controller-suffix"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should have simple name ending with 'Controller', because Web controllers should follow the Controller naming convention' was violated (2 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.ProfileExceptionHandler$ProfileErrorResponse> does not have simple name ending with 'Controller' in (ProfileExceptionHandler.kt:0)\nClass <io.github.raeperd.realworldspringbootkotlin.web.ProfileExceptionHandler> does not have simple name ending with 'Controller' in (ProfileExceptionHandler.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""realworld-controller-rest-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should be annotated with @RestController, because Web controllers should carry @RestController' was violated (2 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.ProfileExceptionHandler$ProfileErrorResponse> is not annotated with @RestController in (ProfileExceptionHandler.kt:0)\nClass <io.github.raeperd.realworldspringbootkotlin.web.ProfileExceptionHandler> is not annotated with @RestController in (ProfileExceptionHandler.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""}]"
"6b99ace1-2b7f-4a44-9551-a2cb1b610606","realworld-springboot-kotlin","HYBRID","Добавь небольшой configuration object для внешнего клиента, используемого application-слоем.","package io.github.raeperd.realworldspringbootkotlin.infrastructure\n\nimport org.springframework.boot.context.properties.ConfigurationProperties\nimport org.springframework.boot.context.properties.EnableConfigurationProperties\nimport org.springframework.context.annotation.Bean\nimport org.springframework.context.annotation.Configuration\nimport org.springframework.web.reactive.function.client.WebClient\n\n@Configuration\n@EnableConfigurationProperties(ExternalClientProperties::class)\nclass ExternalClientConfiguration {\n\n    @Bean\n    fun externalWebClient(properties: ExternalClientProperties): WebClient {\n        return WebClient.builder()\n            .baseUrl(properties.baseUrl)\n            .build()\n    }\n}\n\n@ConfigurationProperties(prefix = ""external.client"")\ndata class ExternalClientProperties(\n    val baseUrl: String,\n    val timeout: Long = 5000,\n    val readTimeout: Long = 5000\n)","true","100.0","100.0","100.0","100.0","2","5724","1116","0","2026-05-18T04:07:50.199259",""
"f718a2fb-8387-40e0-8295-81d7e7f1ac38","realworld-springboot-kotlin","PRE","Добавь небольшой configuration object для внешнего клиента, используемого application-слоем.","package io.github.raeperd.realworldspringbootkotlin.infrastructure\n\nimport org.springframework.boot.context.properties.ConfigurationProperties\nimport org.springframework.boot.context.properties.EnableConfigurationProperties\nimport org.springframework.context.annotation.Configuration\n\n@Configuration\n@EnableConfigurationProperties(ExternalClientConfig::class)\nclass ExternalClientConfiguration\n\npackage io.github.raeperd.realworldspringbootkotlin.infrastructure\n\nimport org.springframework.boot.context.properties.ConfigurationProperties\n\n@ConfigurationProperties(prefix = ""external.client"")\ndata class ExternalClientConfig(\n    val baseUrl: String,\n    val timeout: Long = 5000,\n    val readTimeout: Long = 5000,\n    val connectionPoolSize: Int = 10\n)","true","100.0","100.0","100.0","100.0","1","4454","717","0","2026-05-18T04:07:41.209088",""
"1c6391f9-24ce-4d24-ad66-79559723fbf4","realworld-springboot-kotlin","POST","Добавь небольшой configuration object для внешнего клиента, используемого application-слоем.","package io.github.raeperd.realworldspringbootkotlin.infrastructure\n\nimport org.springframework.boot.context.properties.ConfigurationProperties\nimport org.springframework.boot.context.properties.EnableConfigurationProperties\nimport org.springframework.context.annotation.Configuration\n\n@Configuration\n@EnableConfigurationProperties(ExternalClientConfig.Properties::class)\nclass ExternalClientConfig {\n    data class Properties(\n        val baseUrl: String,\n        val timeout: Long,\n        val readTimeout: Long,\n        val connectionPoolSize: Int\n    )\n}","true","100.0","100.0","100.0","100.0","2","4443","3090","0","2026-05-18T04:07:33.265839",""
"7fa83a0b-d233-4248-8506-f70834453c96","realworld-springboot-kotlin","PRE","Добавь публичный список тегов для редактора статей и изолируй логику получения тегов от web-слоя.","package io.github.raeperd.realworldspringbootkotlin.domain.article\n\nimport org.springframework.stereotype.Service\n\n@Service\npublic class TagService(\n    private val tagRepository: TagRepository\n) {\n    fun getAllTags(): List<Tag> {\n        return tagRepository.getAllTags()\n    }\n}\n\npackage io.github.raeperd.realworldspringbootkotlin.web\n\nimport io.github.raeperd.realworldspringbootkotlin.domain.article.Tag\nimport io.github.raeperd.realworldspringbootkotlin.domain.article.TagService\nimport org.springframework.web.bind.annotation.GetMapping\nimport org.springframework.web.bind.annotation.RequestMapping\nimport org.springframework.web.bind.annotation.RestController\n\n@RestController\n@RequestMapping(""/api/tags"")\npublic class TagController(\n    private val tagService: TagService\n) {\n    @GetMapping\n    fun getAllTags(): MultipleTagModel {\n        val tags = tagService.getAllTags()\n        return MultipleTagModel(tags.map { it.toString() })\n    }\n}\n\npackage io.github.raeperd.realworldspringbootkotlin.web\n\nimport org.jetbrains.annotations.NotNull\n\npublic class MultipleTagModel(\n    @NotNull\n    val tags: List<String>\n)","true","82.57575757575758","81.81818181818183","66.66666666666666","100.0","1","6622","904","2","2026-05-18T04:06:52.63942","[{""ruleId"":""realworld-controller-suffix"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should have simple name ending with 'Controller', because Web controllers should follow the Controller naming convention' was violated (1 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.MultipleTagModel> does not have simple name ending with 'Controller' in (MultipleTagModel.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""realworld-controller-rest-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should be annotated with @RestController, because Web controllers should carry @RestController' was violated (1 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.MultipleTagModel> is not annotated with @RestController in (MultipleTagModel.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""}]"
"4c9ed2d6-dc8e-4dcb-80d6-80a099661a93","realworld-springboot-kotlin","POST","Добавь публичный список тегов для редактора статей и изолируй логику получения тегов от web-слоя.","package io.github.raeperd.realworldspringbootkotlin.domain.article\n\nimport org.springframework.stereotype.Service\n\n@Service\nclass TagService(private val tagRepository: TagRepository) {\n    fun getAllTags(): List<String> = tagRepository.getAllTags().map { it.toString() }\n}\n\npackage io.github.raeperd.realworldspringbootkotlin.web\n\nimport io.github.raeperd.realworldspringbootkotlin.domain.article.TagService\nimport org.springframework.web.bind.annotation.GetMapping\nimport org.springframework.web.bind.annotation.RestController\nimport io.github.raeperd.realworldspringbootkotlin.web.MultipleTagModel;\n\n@RestController\nclass TagRestController(private val tagService: TagService) {\n\n    @GetMapping(""/tags"")\n    fun getTags(): MultipleTagModel = MultipleTagModel(tagService.getAllTags())\n\n    data class MultipleTagModel(val tags: List<String>)\n}","true","82.57575757575758","81.81818181818183","66.66666666666666","100.0","3","10139","2690","2","2026-05-18T04:06:41.369325","[{""ruleId"":""realworld-controller-suffix"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should have simple name ending with 'Controller', because Web controllers should follow the Controller naming convention' was violated (1 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.TagRestController$MultipleTagModel> does not have simple name ending with 'Controller' in (TagRestController.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""},{""ruleId"":""realworld-controller-rest-annotation"",""description"":""Architecture Violation [Priority: MEDIUM] - Rule 'classes that reside in package pattern 'io.github.raeperd.realworldspringbootkotlin.web..*' and match class type 'CONTROLLER' should be annotated with @RestController, because Web controllers should carry @RestController' was violated (1 times):\nClass <io.github.raeperd.realworldspringbootkotlin.web.TagRestController$MultipleTagModel> is not annotated with @RestController in (TagRestController.kt:0)"",""className"":""*"",""lineNumber"":null,""severity"":""INFO""}]"
"30d93267-fc4b-46ad-bed4-ccb312800c72","realworld-springboot-kotlin","HYBRID","Добавь публичный список тегов для редактора статей и изолируй логику получения тегов от web-слоя.","package io.github.raeperd.realworldspringbootkotlin.domain.article\n\nimport org.springframework.stereotype.Service\n\n@Service\npublic class TagService(\n    private val tagRepository: TagRepository\n) {\n    public fun getAllTags(): List<Tag> {\n        return tagRepository.getAllTags()\n    }\n}\n\npackage io.github.raeperd.realworldspringbootkotlin.web\n\nimport io.github.raeperd.realworldspringbootkotlin.domain.article.TagService\nimport org.springframework.web.bind.annotation.GetMapping\nimport org.springframework.web.bind.annotation.RestController\n\n@RestController\npublic class TagController(\n    private val tagService: TagService\n) {\n    @GetMapping(""/tags"")\n    public fun getTags(): MultipleTagModel {\n        return MultipleTagModel(tagService.getAllTags().map { it.toString() })\n    }\n}\n\npackage io.github.raeperd.realworldspringbootkotlin.web\n\nimport org.jetbrains.annotations.NotNull\n\npublic record MultipleTagModel(\n    @NotNull List<String> tags\n)","true","0.0","0.0","0.0","0.0","3","13871","9176","1","2026-05-18T04:06:22.822049","[{""ruleId"":""calculation_error"",""description"":""Failed to calculate score: Kotlin compilation failed:\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:5:8: error: expecting a top level declaration\npublic record MultipleTagModel(\n       ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:5:15: error: expecting a top level declaration\npublic record MultipleTagModel(\n              ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:5:31: error: expecting a top level declaration\npublic record MultipleTagModel(\n                              ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:6:14: error: expecting a top level declaration\n    @NotNull List<String> tags\n             ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:6:18: error: expecting a top level declaration\n    @NotNull List<String> tags\n                 ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:6:19: error: expecting a top level declaration\n    @NotNull List<String> tags\n                  ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:6:25: error: expecting a top level declaration\n    @NotNull List<String> tags\n                        ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:6:27: error: expecting a top level declaration\n    @NotNull List<String> tags\n                          ^\n/tmp/archassistant-compile-9708828991189789521/io/github/raeperd/realworldspringbootkotlin/web/MultipleTagModel.kt:7:1: error: expecting a top level declaration\n)\n^\n"",""className"":""TagService"",""lineNumber"":null,""severity"":""CRITICAL""}]"
"18cfedfc-8f14-45ed-affa-0fb77066fc01","realworld-springboot-kotlin","HYBRID","Добавь лёгкий preview DTO для карточек статей и переиспользуй его в list и detail responses.","package io.github.raeperd.realworldspringbootkotlin.domain.article\n\nimport io.github.raeperd.realworldspringbootkotlin.domain.ProfileDTO\nimport java.time.Instant\n\npublic data class ArticlePreviewDTO(\n    val slug: String,\n    val title: String,\n    val description: String,\n    val tagList: List<String>,\n    val author: ProfileDTO,\n    val createdAt: Instant,\n    val updatedAt: Instant,\n    val favorited: Boolean,\n    val favoritesCount: Int\n)\n\npackage io.github.raeperd.realworldspringbootkotlin.domain.article\n\nimport io.github.raeperd.realworldspringbootkotlin.domain.ProfileDTO\nimport java.time.Instant\n\npublic data class ArticleListResponseDTO(\n    val articles: List<ArticlePreviewDTO>,\n    val articlesCount: Int\n)\n\npackage io.github.raeperd.realworldspringbootkotlin.domain.article\n\nimport io.github.raeperd.realworldspringbootkotlin.domain.ProfileDTO\nimport java.time.Instant\n\npublic data class ArticleDetailResponseDTO(\n    val article: ArticlePreviewDTO,\n    val comments: List<CommentDTO>\n)","true","100.0","100.0","100.0","100.0","1","5104","734","0","2026-05-18T04:00:32.336325",""
